"annotationName","languageElement","numberOfAnnotatedElements","examples","Source Cypher File: Java/Annotated_code_elements.cypher"
"com.fasterxml.jackson.annotation.JsonProperty","Parameter",32,"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter.<init>(0),org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter.<init>(1),org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter.<init>(0),org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter.<init>(0),org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter.<init>(0),org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter.<init>(0),org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter.<init>(1),org.axonframework.eventhandling.GapAwareTrackingToken.<init>(0),org.axonframework.eventhandling.GapAwareTrackingToken.<init>(1)",""
"java.lang.annotation.Documented","Annotation",23,"org.axonframework.eventsourcing.EventSourcingHandler,org.axonframework.commandhandling.CommandHandler,org.axonframework.eventhandling.AllowReplay,org.axonframework.eventhandling.DisallowReplay,org.axonframework.eventhandling.EventHandler,org.axonframework.lifecycle.ShutdownHandler,org.axonframework.lifecycle.StartHandler,org.axonframework.messaging.annotation.HasHandlerAttributes,org.axonframework.messaging.annotation.MessageHandler",""
"org.springframework.boot.autoconfigure.AutoConfiguration","Class",22,"org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration,org.axonframework.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration,org.axonframework.springboot.autoconfig.OpenTelemetryAutoConfiguration,org.axonframework.springboot.autoconfig.NoOpTransactionAutoConfiguration,org.axonframework.springboot.autoconfig.AxonJobRunrAutoConfiguration,org.axonframework.springboot.autoconfig.EventProcessingAutoConfiguration",""
"java.beans.ConstructorProperties","Constructor",21,"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter.<init>,org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter.<init>,org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter.<init>,org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter.<init>,org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter.<init>,org.axonframework.eventhandling.GapAwareTrackingToken.<init>,org.axonframework.eventhandling.GlobalSequenceTrackingToken.<init>,org.axonframework.eventhandling.MergedTrackingToken.<init>,org.axonframework.eventhandling.MultiSourceTrackingToken.<init>",""
"java.lang.Deprecated","Constructor",20,"org.axonframework.eventsourcing.MultiStreamableMessageSource.<init>,org.axonframework.eventsourcing.snapshotting.RevisionSnapshotFilter.<init>,org.axonframework.axonserver.connector.query.subscription.AxonServerSubscriptionQueryResult.<init>,org.axonframework.axonserver.connector.processor.EventProcessorControlService.<init>,org.axonframework.commandhandling.callbacks.FailureLoggingCallback.<init>,org.axonframework.commandhandling.distributed.AbstractRoutingStrategy.<init>,org.axonframework.commandhandling.distributed.AnnotationRoutingStrategy.<init>,org.axonframework.commandhandling.distributed.MetaDataRoutingStrategy.<init>,org.axonframework.eventhandling.ReplayToken.<init>",""
"org.springframework.beans.factory.annotation.Qualifier","Parameter",20,"org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration.axonServerCommandBus(2),org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration.axonServerCommandBus(3),org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration.queryBus(4),org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration.eventStore(4),org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration.axonServerEventStoreFactory(3),org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration.deadLetterQueueProviderConfigurerModule(4),org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxEventStoreAutoConfiguration.eventStorageEngine(2),org.axonframework.springboot.autoconfig.AxonJobRunrAutoConfiguration.eventScheduler(1),org.axonframework.springboot.autoconfig.AxonJobRunrAutoConfiguration.deadlineManager(2)",""
"com.fasterxml.jackson.annotation.JsonCreator","Constructor",16,"org.axonframework.eventhandling.GapAwareTrackingToken.<init>,org.axonframework.eventhandling.GlobalSequenceTrackingToken.<init>,org.axonframework.eventhandling.MergedTrackingToken.<init>,org.axonframework.eventhandling.MultiSourceTrackingToken.<init>,org.axonframework.eventhandling.ReplayToken.<init>,org.axonframework.eventhandling.scheduling.dbscheduler.DbSchedulerScheduleToken.<init>,org.axonframework.eventhandling.scheduling.java.SimpleScheduleToken.<init>,org.axonframework.eventhandling.scheduling.jobrunr.JobRunrScheduleToken.<init>,org.axonframework.eventhandling.scheduling.quartz.QuartzScheduleToken.<init>",""
"org.springframework.boot.autoconfigure.AutoConfigureAfter","Class",16,"org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration,org.axonframework.springboot.autoconfig.NoOpTransactionAutoConfiguration,org.axonframework.springboot.autoconfig.AxonJobRunrAutoConfiguration,org.axonframework.springboot.autoconfig.EventProcessingAutoConfiguration,org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerActuatorAutoConfiguration",""
"org.springframework.boot.autoconfigure.condition.ConditionalOnProperty","Method",15,"org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration.eventStore,org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration.axonServerEventStoreFactory,org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration.metricsConfigurerModule,org.axonframework.springboot.autoconfig.MetricsAutoConfiguration.metricsConfigurerModule,org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration.aggregateIdentifierSpanAttributesProvider,org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration.messageIdSpanAttributesProvider,org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration.messageNameSpanAttributesProvider,org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration.messageTypeSpanAttributesProvider,org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration.metadataSpanAttributesProvider",""
"org.springframework.boot.autoconfigure.AutoConfigureBefore","Class",14,"org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration,org.axonframework.springboot.autoconfig.OpenTelemetryAutoConfiguration,org.axonframework.springboot.autoconfig.NoOpTransactionAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.springboot.autoconfig.JdbcAutoConfiguration",""
"javax.persistence.Column","Field",12,"org.axonframework.eventhandling.AbstractEventEntry.eventIdentifier,org.axonframework.eventhandling.AbstractEventEntry.payload,org.axonframework.eventhandling.AbstractEventEntry.metaData,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry.causeMessage,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry.diagnostics,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.payload,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.metaData,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.token,org.axonframework.eventhandling.tokenstore.AbstractTokenEntry.token",""
"org.springframework.boot.autoconfigure.condition.ConditionalOnClass","Class",12,"org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration,org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration,org.axonframework.springboot.autoconfig.OpenTelemetryAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerActuatorAutoConfiguration,org.axonframework.springboot.autoconfig.InfraConfiguration,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.springboot.autoconfig.MetricsAutoConfiguration,org.axonframework.springboot.autoconfig.TransactionAutoConfiguration",""
"org.axonframework.common.Priority","Class",11,"org.axonframework.commandhandling.CurrentUnitOfWorkParameterResolverFactory,org.axonframework.eventhandling.SequenceNumberParameterResolverFactory,org.axonframework.eventhandling.TimestampParameterResolverFactory,org.axonframework.messaging.annotation.AggregateTypeParameterResolverFactory,org.axonframework.messaging.annotation.DefaultParameterResolverFactory,org.axonframework.messaging.annotation.InterceptorChainParameterResolverFactory,org.axonframework.messaging.annotation.MessageIdentifierParameterResolverFactory,org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory,org.axonframework.messaging.annotation.SourceIdParameterResolverFactory",""
"jakarta.persistence.Column","Field",11,"org.axonframework.eventhandling.AbstractEventEntry.eventIdentifier,org.axonframework.eventhandling.AbstractEventEntry.payload,org.axonframework.eventhandling.AbstractEventEntry.metaData,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry.causeMessage,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry.diagnostics,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.eventIdentifier,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.payload,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.metaData,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.token",""
"org.springframework.boot.context.properties.EnableConfigurationProperties","Class",11,"org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration,org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.springboot.autoconfig.JdbcAutoConfiguration,org.axonframework.springboot.autoconfig.MetricsAutoConfiguration,org.axonframework.springboot.autoconfig.AxonTracingAutoConfiguration,org.axonframework.springboot.autoconfig.ObjectMapperAutoConfiguration,org.axonframework.springboot.autoconfig.CBORMapperAutoConfiguration",""
"javax.persistence.Id","Field",10,"org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry.aggregateIdentifier,org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry.sequenceNumber,org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry.type,org.axonframework.eventhandling.AbstractSequencedDomainEventEntry.globalIndex,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry.deadLetterId,org.axonframework.eventhandling.tokenstore.jpa.TokenEntry.processorName,org.axonframework.eventhandling.tokenstore.jpa.TokenEntry.segment,org.axonframework.modelling.saga.repository.jpa.AbstractSagaEntry.sagaId,org.axonframework.modelling.saga.repository.jpa.AssociationValueEntry.id",""
"javax.persistence.Lob","Field",10,"org.axonframework.eventhandling.AbstractEventEntry.payload,org.axonframework.eventhandling.AbstractEventEntry.metaData,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry.diagnostics,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.payload,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.metaData,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.token,org.axonframework.eventhandling.tokenstore.AbstractTokenEntry.token,org.axonframework.eventhandling.tokenstore.jpa.TokenEntry.token,org.axonframework.modelling.saga.repository.jpa.AbstractSagaEntry.serializedSaga",""
"org.springframework.boot.autoconfigure.condition.ConditionalOnBean","Method",10,"org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration.persistenceExceptionResolver,org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration.globalMetricRegistry,org.axonframework.springboot.autoconfig.MicrometerMetricsAutoConfiguration.metricsConfigurerModule,org.axonframework.springboot.autoconfig.JpaAutoConfiguration.persistenceExceptionResolver,org.axonframework.springboot.autoconfig.MetricsAutoConfiguration.globalMetricRegistry,org.axonframework.springboot.autoconfig.MetricsAutoConfiguration.metricsConfigurerModule,org.axonframework.springboot.autoconfig.TransactionAutoConfiguration.axonTransactionManager,org.axonframework.springboot.autoconfig.JdbcAutoConfiguration.sagaStoreWithSchema,org.axonframework.springboot.autoconfig.AxonAutoConfiguration.eventStore",""
"jakarta.persistence.Id","Field",9,"org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry.aggregateIdentifier,org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry.sequenceNumber,org.axonframework.eventsourcing.eventstore.AbstractSnapshotEventEntry.type,org.axonframework.eventhandling.AbstractSequencedDomainEventEntry.globalIndex,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry.deadLetterId,org.axonframework.eventhandling.tokenstore.jpa.TokenEntry.processorName,org.axonframework.eventhandling.tokenstore.jpa.TokenEntry.segment,org.axonframework.modelling.saga.repository.jpa.AssociationValueEntry.id,org.axonframework.modelling.saga.repository.jpa.SagaEntry.sagaId",""
"java.lang.Deprecated","Field",9,"org.axonframework.axonserver.connector.AxonServerConfiguration$FlowControlConfiguration.initialNrOfPermits,org.axonframework.axonserver.connector.AxonServerConfiguration.initialNrOfPermits,org.axonframework.axonserver.connector.AxonServerConfiguration.eventCipher,org.axonframework.axonserver.connector.AxonServerConfiguration.suppressDownloadMessage,org.axonframework.axonserver.connector.AxonServerConfiguration.disableEventBlacklisting,org.axonframework.axonserver.connector.AxonServerConfiguration.maxGrpcBufferedMessages,org.axonframework.deadline.quartz.DeadlineJob$DeadlineJobDataBinder.SERIALIZED_DEADLINE_MESSAGE,org.axonframework.deadline.quartz.DeadlineJob$DeadlineJobDataBinder.SERIALIZED_DEADLINE_MESSAGE_CLASS_NAME,org.axonframework.eventhandling.scheduling.quartz.QuartzEventScheduler$DirectEventJobDataBinder.EVENT_KEY",""
"com.fasterxml.jackson.annotation.JsonGetter","Method",9,"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter.getFirst,org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter.getSecond,org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter.getCommandNames,org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter.getCommandNames,org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter.getFilter,org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter.getFirst,org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter.getSecond,org.axonframework.eventhandling.MergedTrackingToken.lowerSegmentToken,org.axonframework.eventhandling.MergedTrackingToken.upperSegmentToken",""
"java.lang.SafeVarargs","Constructor",9,"org.axonframework.commandhandling.gateway.NonTransientExceptionClassesPredicate.<init>,org.axonframework.messaging.unitofwork.BatchingUnitOfWork.<init>,org.axonframework.monitoring.MultiMessageMonitor.<init>,org.axonframework.serialization.upcasting.GenericUpcasterChain.<init>,org.axonframework.test.matchers.ListMatcher.<init>,org.axonframework.test.matchers.SequenceMatcher.<init>,org.axonframework.test.matchers.ListWithAllOfMatcher.<init>,org.axonframework.test.matchers.ExactSequenceMatcher.<init>,org.axonframework.test.matchers.ListWithAnyOfMatcher.<init>",""
"org.springframework.boot.context.properties.ConfigurationProperties","Class",8,"org.axonframework.axonserver.connector.AxonServerConfiguration,org.axonframework.springboot.EventProcessorProperties,org.axonframework.springboot.TracingProperties,org.axonframework.springboot.DistributedCommandBusProperties,org.axonframework.springboot.MetricsProperties,org.axonframework.springboot.SerializerProperties,org.axonframework.springboot.TagsConfigurationProperties,org.axonframework.springboot.TokenStoreProperties",""
"jakarta.persistence.Lob","Field",8,"org.axonframework.eventhandling.AbstractEventEntry.payload,org.axonframework.eventhandling.AbstractEventEntry.metaData,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry.diagnostics,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.payload,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.metaData,org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry.token,org.axonframework.eventhandling.tokenstore.jpa.TokenEntry.token,org.axonframework.modelling.saga.repository.jpa.SagaEntry.serializedSaga",""
"org.axonframework.messaging.annotation.HasHandlerAttributes","Annotation",8,"org.axonframework.eventhandling.AllowReplay,org.axonframework.lifecycle.ShutdownHandler,org.axonframework.lifecycle.StartHandler,org.axonframework.messaging.annotation.MessageHandler,org.axonframework.messaging.interceptors.ResultHandler,org.axonframework.modelling.command.CreationPolicy,org.axonframework.modelling.saga.EndSaga,org.axonframework.modelling.saga.StartSaga",""
"java.lang.Deprecated","Interface",7,"org.axonframework.axonserver.connector.heartbeat.ConnectionSanityChecker,org.axonframework.axonserver.connector.heartbeat.HeartbeatSource,org.axonframework.axonserver.connector.Publisher,org.axonframework.axonserver.connector.InstructionResultPublisher,org.axonframework.common.legacyjpa.EntityManagerProvider,org.axonframework.eventhandling.deadletter.legacyjpa.DeadLetterJpaConverter,org.axonframework.modelling.command.inspection.CommandHandlerInterceptorHandlingMember",""
"org.springframework.boot.autoconfigure.condition.ConditionalOnProperty","Class",7,"org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$EventsXStreamCondition,org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$GeneralDefaultCondition,org.axonframework.springboot.autoconfig.AxonServerActuatorAutoConfiguration,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$MessagesXStreamCondition,org.axonframework.springboot.autoconfig.XStreamAutoConfiguration$XStreamConfiguredCondition$GeneralXStreamCondition",""
"org.axonframework.springboot.util.ConditionalOnMissingQualifiedBean","Method",7,"org.axonframework.springboot.autoconfig.AxonServerBusAutoConfiguration.axonServerCommandBus,org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration.dbSchedulerEventDataTask,org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration.dbSchedulerDeadlineDetailsTask,org.axonframework.springboot.autoconfig.AxonServerAutoConfiguration.persistentStreamScheduledExecutorBuilder,org.axonframework.springboot.autoconfig.AxonAutoConfiguration.serializer,org.axonframework.springboot.autoconfig.AxonAutoConfiguration.messageSerializer,org.axonframework.springboot.autoconfig.AxonAutoConfiguration.eventSerializer",""
"org.springframework.boot.autoconfigure.condition.ConditionalOnBean","Class",7,"org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxAutoConfiguration,org.axonframework.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.springboot.autoconfig.legacyjpa.JpaJavaxEventStoreAutoConfiguration,org.axonframework.springboot.autoconfig.AxonJobRunrAutoConfiguration,org.axonframework.springboot.autoconfig.AxonDbSchedulerAutoConfiguration,org.axonframework.springboot.autoconfig.JdbcAutoConfiguration,org.axonframework.springboot.autoconfig.JpaEventStoreAutoConfiguration",""
