"artifactName","artifactPackages","artifactTypes","artifactExternalPackages","artifactExternalCallingPackages","artifactExternalCallingPackagesRate","externalPackageName","numberOfPackages","numberOfTypes","packagesCallingExternalRate","typesCallingExternalRate","nameOfPackages","someTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_and_external_package.cypher"
"axon-configuration-4.6.8",1,39,2,1,100.0,"javax.annotation",1,12,100.0,30.769230769230774,"org.axonframework.config","org.axonframework.config.Configuration$1,org.axonframework.config.EventProcessingConfiguration,org.axonframework.config.EventProcessingConfigurer,org.axonframework.config.LifecycleHandlerInspector$1,org.axonframework.config.EventProcessingModule,org.axonframework.config.Component,org.axonframework.config.DefaultConfigurer$ConfigurationImpl,org.axonframework.config.Configuration,org.axonframework.config.ConfigurerModule",""
"axon-configuration-4.6.8",1,39,2,1,100.0,"org.slf4j",1,5,100.0,12.820512820512821,"org.axonframework.config","org.axonframework.config.Component,org.axonframework.config.DefaultConfigurer$ConfigurationImpl,org.axonframework.config.LifecycleHandlerInspector,org.axonframework.config.MessageHandlerRegistrar,org.axonframework.config.DefaultConfigurer",""
"axon-disruptor-4.6.8",1,22,5,1,100.0,"WeakValue",1,1,100.0,4.545454545454546,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.FirstLevelCache",""
"axon-disruptor-4.6.8",1,22,5,1,100.0,"com.lmax.disruptor",1,7,100.0,31.81818181818182,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository,org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder,org.axonframework.disruptor.commandhandling.EventPublisher",""
"axon-disruptor-4.6.8",1,22,5,1,100.0,"com.lmax.disruptor.dsl",1,4,100.0,18.181818181818183,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository,org.axonframework.disruptor.commandhandling.DisruptorCommandBus,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder",""
"axon-disruptor-4.6.8",1,22,5,1,100.0,"javax.annotation",1,6,100.0,27.272727272727273,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository,org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus,org.axonframework.disruptor.commandhandling.DisruptorUnitOfWork",""
"axon-disruptor-4.6.8",1,22,5,1,100.0,"org.slf4j",1,8,100.0,36.36363636363637,"org.axonframework.disruptor.commandhandling","org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler,org.axonframework.disruptor.commandhandling.CommandHandlerInvoker,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository,org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback,org.axonframework.disruptor.commandhandling.DisruptorCommandBus,org.axonframework.disruptor.commandhandling.EventPublisher",""
"axon-test-4.6.8",8,85,12,7,87.5,"org.hamcrest",5,27,62.5,31.764705882352942,"org.axonframework.test.aggregate,org.axonframework.test.matchers,org.axonframework.test.saga,org.axonframework.test.deadline,org.axonframework.test.eventscheduler","org.axonframework.test.aggregate.ResultValidatorImpl,org.axonframework.test.aggregate.ResultValidator,org.axonframework.test.aggregate.Reporter,org.axonframework.test.matchers.MapEntryMatcher,org.axonframework.test.matchers.ListWithAnyOfMatcher,org.axonframework.test.matchers.PayloadMatcher,org.axonframework.test.matchers.PredicateMatcher,org.axonframework.test.matchers.ListMatcher,org.axonframework.test.matchers.ExactClassMatcher",""
"axon-test-4.6.8",8,85,12,7,87.5,"javax.annotation",4,10,50.0,11.764705882352942,"org.axonframework.test.aggregate,org.axonframework.test.saga,org.axonframework.test.utils,org.axonframework.test.deadline","org.axonframework.test.aggregate.AggregateTestFixture$RecordingEventStore,org.axonframework.test.aggregate.AggregateTestFixture$DefaultRepositoryProvider,org.axonframework.test.aggregate.AggregateTestFixture$IdentifierValidatingRepository,org.axonframework.test.aggregate.AggregateTestFixture$CreationalRepository,org.axonframework.test.aggregate.ResultValidatorImpl,org.axonframework.test.aggregate.AggregateTestFixture$InMemoryRepository,org.axonframework.test.aggregate.AggregateTestFixture$ExecutionExceptionAwareCallback,org.axonframework.test.saga.RecordingListenerInvocationErrorHandler,org.axonframework.test.utils.RecordingCommandBus",""
"axon-test-4.6.8",8,85,12,7,87.5,"org.slf4j",2,2,25.0,2.3529411764705883,"org.axonframework.test.aggregate,org.axonframework.test.matchers","org.axonframework.test.aggregate.AggregateTestFixture,org.axonframework.test.matchers.DeepEqualsMatcher",""
