"artifactName","fullPackageName","linesInPackage","complexityInPackage","methodCount","maxLinesMethod","maxLinesMethodType","maxLinesMethodName","maxComplexity","maxComplexityType","maxComplexityMethod","packageName","Source Cypher File: Overview/Effective_lines_of_method_code_per_package.cypher"
"axon-disruptor-4.8.2","org.axonframework.disruptor.commandhandling",605,274,184,32,"DisruptorCommandBus","<init>",8,"BlacklistDetectingCallback","onResult","commandhandling",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing",582,305,236,20,"AbstractSnapshotter","doScheduleSnapshot",8,"AbstractSnapshotter","doScheduleSnapshot","eventsourcing",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.legacyjpa",570,290,185,25,"JpaEventStorageEngine","fetchTrackedEvents",8,"JpaEventStorageEngine","withGapsCleaned","legacyjpa",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.jdbc",569,273,236,24,"JdbcEventStorageEngine","<init>",7,"JdbcEventStorageEngine","lambda$fetchTrackedEvents$32","jdbc",""
"axon-messaging-4.8.2","org.axonframework.serialization",537,285,181,22,"AbstractXStreamSerializer","<init>",7,"SimpleSerializedObject","equals","serialization",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.deadletter.jpa",522,212,132,28,"DeadLetterEventEntry","equals",15,"DeadLetterEventEntry","equals","jpa",""
"axon-messaging-4.8.2","org.axonframework.common",501,301,144,24,"TypeReflectionUtils","getExactDirectSuperTypesOfParameterizedTypeOrClass",9,"TypeReflectionUtils","getExactDirectSuperTypesOfParameterizedTypeOrClass","common",""
"axon-messaging-4.8.2","org.axonframework.commandhandling.gateway",488,249,174,50,"CommandGatewayFactory","createGateway",12,"CommandGatewayFactory","createGateway","gateway",""
"axon-test-4.8.2","org.axonframework.test.saga",487,234,167,28,"SagaTestFixture","<init>",9,"CommandValidator","assertDispatchedEqualTo","saga",""
"axon-messaging-4.8.2","org.axonframework.commandhandling.distributed",474,243,175,23,"DistributedCommandBus","dispatch",12,"ReplyMessage","equals","distributed",""
"axon-modelling-4.8.2","org.axonframework.modelling.saga",459,264,181,23,"AbstractSagaManager","handle",6,"AssociationValue","equals","saga",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.tokenstore.jdbc",430,173,130,26,"JdbcTokenStore","updateToken",9,"JdbcTokenStore","updateToken","jdbc",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.deadletter.legacyjpa",401,147,97,21,"EventMessageDeadLetterJpaConverter","convert",11,"JpaDeadLetter","equals","legacyjpa",""
"axon-modelling-4.8.2","org.axonframework.modelling.saga.repository.jdbc",374,111,84,38,"JdbcSagaStore","updateSaga",8,"JdbcSagaStore","updateSaga","jdbc",""
"axon-messaging-4.8.2","org.axonframework.messaging.unitofwork",363,206,129,32,"BatchingUnitOfWork","executeWithResult",11,"BatchingUnitOfWork","executeWithResult","unitofwork",""
"axon-test-4.8.2","org.axonframework.test.matchers",351,191,108,21,"DeepEqualsMatcher","matchingFields",8,"SequenceMatcher","matchesList","matchers",""
"axon-messaging-4.8.2","org.axonframework.messaging",348,209,156,13,"GenericResultMessage","describeTo",4,"RemoteExceptionDescription","equals","messaging",""
"axon-messaging-4.8.2","org.axonframework.commandhandling",340,180,151,13,"MethodCommandHandlerDefinition$MethodCommandMessageHandlingMember","<init>",10,"MethodCommandHandlerDefinition$MethodCommandMessageHandlingMember","<init>","commandhandling",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.jpa",320,155,101,25,"JpaEventStorageEngine","fetchTrackedEvents",8,"SQLErrorCodesResolver","loadKeyViolationCodes","jpa",""
"axon-messaging-4.8.2","org.axonframework.deadline.dbscheduler",310,146,101,17,"DbSchedulerDeadlineManager","execute",11,"DbSchedulerBinaryDeadlineDetails","equals","dbscheduler",""
"axon-messaging-4.8.2","org.axonframework.messaging.deadletter",297,169,112,33,"InMemorySequencedDeadLetterQueue","process",10,"GenericDeadLetter","equals","deadletter",""
"axon-messaging-4.8.2","org.axonframework.common.caching",288,182,110,13,"WeakReferenceCache","computeIfAbsent",8,"EhCache3Adapter$CacheEventListenerAdapter","onEvent","caching",""
"axon-modelling-4.8.2","org.axonframework.modelling.saga.repository",281,141,100,22,"AssociationValueMap$AssociationValueComparator","compare",16,"AssociationValueMap$AssociationValueComparator","compare","repository",""
"axon-messaging-4.8.2","org.axonframework.tracing",262,150,120,15,"SpanUtils","determineMessageName",7,"SpanUtils","determineMessageName","tracing",""
"axon-messaging-4.8.2","org.axonframework.deadline.quartz",242,88,57,42,"DeadlineJob","execute",11,"DeadlineJob","execute","quartz",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling.dbscheduler",227,104,71,12,"DbSchedulerEventScheduler","start",8,"DbSchedulerHumanReadableEventData","equals","dbscheduler",""
"axon-messaging-4.8.2","org.axonframework.common.jdbc",220,129,57,16,"ConnectionWrapperFactory","lambda$wrap$0",12,"ConnectionWrapperFactory","lambda$wrap$0","jdbc",""
"axon-messaging-4.8.2","org.axonframework.deadline",220,120,99,24,"SimpleDeadlineManager$DeadlineTask","run",7,"SimpleDeadlineManager$DeadlineId","equals","deadline",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.tokenstore.jpa",215,98,60,19,"JpaTokenStore","storeToken",6,"TokenEntry$PK","equals","jpa",""
"axon-test-4.8.2","org.axonframework.test.server",215,107,63,14,"AxonServerContainer","equals",12,"AxonServerContainer","equals","server",""
"axon-messaging-4.8.2","org.axonframework.messaging.responsetypes",187,148,76,17,"MultipleInstancesResponseType","convert",10,"MultipleInstancesResponseType","convert","responsetypes",""
"axon-test-4.8.2","org.axonframework.test.deadline",186,95,55,11,"DeadlineManagerValidator","assertTriggeredDeadlinesMatching",6,"ScheduledDeadlineInfo","equals","deadline",""
"axon-modelling-4.8.2","org.axonframework.modelling.saga.repository.jpa",183,65,48,20,"JpaSagaStore","updateSaga",6,"JpaSagaStore","updateSaga","jpa",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling.quartz",178,74,49,21,"FireEventJob","execute",6,"QuartzScheduleToken","equals","quartz",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.async",171,84,62,11,"AsynchronousEventProcessingStrategy","assignEventsToScheduler",5,"EventProcessorTask","run","async",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.tokenstore.legacyjpa",167,63,40,19,"JpaTokenStore","storeToken",5,"JpaTokenStore","loadToken","legacyjpa",""
"axon-messaging-4.8.2","org.axonframework.deadline.jobrunr",160,78,55,22,"JobRunrDeadlineManager","execute",13,"JobRunrDeadlineManager","$deserializeLambda$","jobrunr",""
"axon-modelling-4.8.2","org.axonframework.modelling.saga.repository.legacyjpa",145,46,29,20,"JpaSagaStore","updateSaga",6,"JpaSagaStore","updateSaga","legacyjpa",""
"axon-messaging-4.8.2","org.axonframework.common.lock",130,79,56,18,"PessimisticLockFactory$DisposableLock","lock",10,"PessimisticLockFactory$DisposableLock","lock","lock",""
"axon-messaging-4.8.2","org.axonframework.serialization.json",127,81,51,12,"JacksonSerializer","deserialize",9,"JacksonSerializer","deserialize","json",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling.jobrunr",125,90,41,15,"JobRunrEventScheduler","schedule",40,"JobRunrEventScheduler","$deserializeLambda$","jobrunr",""
"axon-messaging-4.8.2","org.axonframework.commandhandling.distributed.commandfilter",121,102,59,7,"CommandNameFilter","or",13,"CommandNameFilter","$deserializeLambda$","commandfilter",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.deadletter",115,50,37,22,"DeadLetteringEventHandlerInvoker","handle",8,"DeadLetteringEventHandlerInvoker","handle","deadletter",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.jdbc.statements",109,18,15,18,"JdbcEventStorageEngineStatements","appendEvents",2,"JdbcEventStorageEngineStatements","appendEvents","statements",""
"axon-messaging-4.8.2","org.axonframework.serialization.upcasting.event",104,59,54,21,"InitialEventRepresentation","<init>",3,"InitialEventRepresentation","<init>","event",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.tokenstore",100,64,44,7,"AbstractTokenEntry","<init>",4,"ConfigToken","equals","tokenstore",""
"axon-test-4.8.2","org.axonframework.test.eventscheduler",99,57,26,10,"EventSchedulerValidator","assertScheduledEventMatching",6,"StubScheduleToken","equals","eventscheduler",""
"axon-modelling-4.8.2","org.axonframework.modelling.command.legacyjpa",97,52,45,13,"GenericJpaRepository","doLoadWithLock",4,"GenericJpaRepository","doLoadWithLock","legacyjpa",""
"axon-messaging-4.8.2","org.axonframework.serialization.xml",83,60,51,6,"XStreamSerializer","doDeserialize",4,"InputStreamToXomConverter","convert","xml",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.inmemory",81,38,26,9,"InMemoryEventStorageEngine","createTokenAt",4,"InMemoryEventStorageEngine$MapEntrySpliterator","tryAdvance","inmemory",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.conflictresolution",78,52,42,7,"DefaultConflictResolver","detectConflicts",4,"DefaultConflictResolver","detectConflicts","conflictresolution",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling.java",78,38,30,9,"SimpleEventScheduler$PublishEventTask","run",4,"SimpleScheduleToken","equals","java",""
"axon-messaging-4.8.2","org.axonframework.common.annotation",77,47,23,12,"AnnotationUtils","findAnnotationAttributes",8,"AnnotationUtils","collectAttributes","annotation",""
"axon-messaging-4.8.2","org.axonframework.queryhandling.annotation",76,38,26,12,"MethodQueryMessageHandlerDefinition$MethodQueryMessageHandlingMember","<init>",5,"MethodQueryMessageHandlerDefinition$MethodQueryMessageHandlingMember","canHandle","annotation",""
"axon-messaging-4.8.2","org.axonframework.common.property",71,40,24,11,"AbstractMethodPropertyAccessStrategy","propertyFor",5,"MethodAccessedProperty","getValue","property",""
"axon-messaging-4.8.2","org.axonframework.lifecycle",70,40,25,7,"ShutdownLatch","initiateShutdown",4,"ShutdownLatch$ActivityHandle","end","lifecycle",""
"axon-messaging-4.8.2","org.axonframework.messaging.interceptors",67,30,21,14,"JSR303ViolationException","convert",4,"LoggingInterceptor","handle","interceptors",""
"axon-messaging-4.8.2","org.axonframework.commandhandling.callbacks",60,27,16,9,"FutureCallback","awaitCompletion",4,"FutureCallback","getResult","callbacks",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.replay",58,38,31,7,"ReplayAwareMessageHandlerWrapper","wrapHandler",3,"GenericResetContext","asResetContext","replay",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.tokenstore.inmemory",55,34,19,6,"InMemoryTokenStore","fetchSegments",6,"InMemoryTokenStore$ProcessAndSegment","equals","inmemory",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.gateway",46,28,25,5,"AbstractEventGateway","<init>",3,"AbstractEventGateway$Builder","dispatchInterceptors","gateway",""
"axon-modelling-4.8.2","org.axonframework.modelling.saga.metamodel",41,21,16,6,"AnnotationSagaMetaModelFactory$InspectedSagaModel","resolveAssociation",3,"AnnotationSagaMetaModelFactory$InspectedSagaModel","resolveAssociation","metamodel",""
"axon-messaging-4.8.2","org.axonframework.common.jpa",38,18,14,6,"PagingJpaQueryIterable$PagingIterator","lambda$refreshPageIfNecessary$0",3,"PagingJpaQueryIterable$PagingIterator","next","jpa",""
"axon-messaging-4.8.2","org.axonframework.common.legacyjpa",38,18,14,6,"PagingJpaQueryIterable$PagingIterator","lambda$refreshPageIfNecessary$0",3,"PagingJpaQueryIterable$PagingIterator","next","legacyjpa",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.snapshotting",37,23,20,5,"RevisionSnapshotFilter","test",3,"SnapshotFilter","lambda$combine$0","snapshotting",""
"axon-messaging-4.8.2","org.axonframework.monitoring",37,25,25,4,"MultiMessageMonitor","onMessageIngested",1,"MessageMonitor","onMessagesIngested","monitoring",""
"axon-messaging-4.8.2","org.axonframework.serialization.converters",36,33,28,5,"InputStreamToByteArrayConverter","bytesFrom",3,"BlobToInputStreamConverter","convert","converters",""
"axon-messaging-4.8.2","org.axonframework.serialization.upcasting",35,21,16,5,"GenericUpcasterChain","upcast",2,"SingleEntryMultiUpcaster","lambda$upcast$0","upcasting",""
"axon-messaging-4.8.2","org.axonframework.messaging.correlation",33,14,9,8,"SimpleCorrelationDataProvider","correlationDataFor",4,"SimpleCorrelationDataProvider","correlationDataFor","correlation",""
"axon-messaging-4.8.2","org.axonframework.util",33,14,10,8,"MavenArtifactVersionResolver","get",3,"HandlerTypeResolver","isHandlerOfType","util",""
"axon-test-4.8.2","org.axonframework.test.utils",33,20,18,7,"RecordingCommandBus","dispatch",3,"RecordingCommandBus","isSubscribed","utils",""
"axon-messaging-4.8.2","org.axonframework.messaging.interceptors.legacyvalidation",32,15,9,14,"JSR303ViolationException","convert",4,"JSR303ViolationException","convert","legacyvalidation",""
"axon-messaging-4.8.2","org.axonframework.queryhandling.registration",29,16,15,5,"DuplicateQueryHandlerSubscriptionException","<init>",2,"FailingDuplicateQueryHandlerResolver","resolve","registration",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.interceptors",28,11,6,14,"EventLoggingInterceptor","lambda$handle$1",6,"EventLoggingInterceptor","lambda$handle$1","interceptors",""
"axon-messaging-4.8.2","org.axonframework.common.transaction",26,11,11,8,"TransactionManager","executeInTransaction",1,"NoTransactionManager","<init>","transaction",""
"axon-messaging-4.8.2","org.axonframework.tracing.attributes",26,18,14,5,"MessageNameSpanAttributesProvider","determineName",3,"MessageNameSpanAttributesProvider","determineName","attributes",""
"axon-modelling-4.8.2","org.axonframework.modelling.saga.repository.inmemory",24,12,12,6,"InMemorySagaStore","findSagas",1,"InMemorySagaStore$ManagedSaga","associationValues","inmemory",""
"axon-messaging-4.8.2","org.axonframework.common.digest",21,14,8,7,"Digester","pad",3,"Digester","md5Hex","digest",""
"axon-test-4.8.2","org.axonframework.test",20,12,9,5,"AxonAssertionError","cleanStackTrace",3,"AxonAssertionError","cleanStackTrace","test",""
"axon-messaging-4.8.2","org.axonframework.common.stream",17,10,8,6,"StreamUtils$1","tryAdvance",2,"StreamUtils$1","tryAdvance","stream",""
"axon-messaging-4.8.2","org.axonframework.deadline.annotation",17,15,9,3,"DeadlineMethodMessageHandlerDefinition","wrapHandler",4,"DeadlineMethodMessageHandlerDefinition$DeadlineMethodMessageHandlingMember","canHandle","annotation",""
"axon-messaging-4.8.2","org.axonframework.common.io",11,7,4,5,"IOUtils","closeQuietly",3,"IOUtils","closeQuietly","io",""
"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling",11,7,5,3,"EventScheduler","reschedule",2,"EventScheduler","reschedule","scheduling",""
