"similarity","sourceArtifactName","sourceNodeName","sourceNodeIncomingDependencies","sourceNodeOutgoingDependencies","targetArtifactName","targetNodeName","targetNodeIncomingDependencies","targetNodeOutgoingDependencies","Source Cypher File: Similarity/Similarity_1d_Stream_Mutated.cypher"
0.8029925187032418,,"/axon-eventsourcing-4.8.2.jar",3,2,,"/axon-modelling-4.8.2.jar",4,1,""
0.8029925187032418,,"/axon-modelling-4.8.2.jar",4,1,,"/axon-eventsourcing-4.8.2.jar",3,2,""
0.7975460122699386,,"/axon-configuration-4.8.2.jar",0,4,,"/axon-test-4.8.2.jar",0,3,""
0.7975460122699386,,"/axon-test-4.8.2.jar",0,3,,"/axon-configuration-4.8.2.jar",0,4,""
0.7182741116751269,,"/axon-configuration-4.8.2.jar",0,4,,"/axon-eventsourcing-4.8.2.jar",3,2,""
0.7182741116751269,,"/axon-eventsourcing-4.8.2.jar",3,2,,"/axon-configuration-4.8.2.jar",0,4,""
0.6380208333333334,,"/axon-eventsourcing-4.8.2.jar",3,2,,"/axon-test-4.8.2.jar",0,3,""
0.6380208333333334,,"/axon-test-4.8.2.jar",0,3,,"/axon-eventsourcing-4.8.2.jar",3,2,""
0.5632183908045977,,"/axon-configuration-4.8.2.jar",0,4,,"/axon-modelling-4.8.2.jar",4,1,""
0.5632183908045977,,"/axon-modelling-4.8.2.jar",4,1,,"/axon-configuration-4.8.2.jar",0,4,""
0.48705882352941177,,"/axon-modelling-4.8.2.jar",4,1,,"/axon-test-4.8.2.jar",0,3,""
0.48705882352941177,,"/axon-test-4.8.2.jar",0,3,,"/axon-modelling-4.8.2.jar",4,1,""
0.45985401459854014,,"/axon-disruptor-4.8.2.jar",1,3,,"/axon-test-4.8.2.jar",0,3,""
0.41324921135646686,,"/axon-disruptor-4.8.2.jar",1,3,,"/axon-configuration-4.8.2.jar",0,4,""
0.3058510638297872,,"/axon-disruptor-4.8.2.jar",1,3,,"/axon-eventsourcing-4.8.2.jar",3,2,""
